House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
48,Station Road,Barry,Lee,10,Son,NA,Male,Student,None,NA
49,Station Road,Aimee,White,22,Head,Married,Female,University Student,None,None
49,Station Road,Arthur,White,23,Husband,Married,Male,Visual merchandiser,None,None
50,Station Road,Shaun,Taylor,55,Head,Single,Male,Licensed conveyancer,Blind,Christian
51,Station Road,Clare,Taylor,70,Head,Married,Female,Retired Academic librarian,None,Christian
51,Station Road,William,Taylor,72,Husband,Married,Male,Retired Broadcast presenter,None,Christian
52,Station Road,Arthur,Parsons,76,Head,Married,Male,"Retired Librarian, public",None,Christian
52,Station Road,Lucy,Parsons,77,Wife,Married,Female,Retired Waste management officer,None,None
53,Station Road,Gary,Khan,56,Head,Single,Male,"Production assistant, television",None,Christian
54,Station Road,Gillian,Ellis,30,Head,Single,Female,"Education officer, environmental",None,None
54,Station Road,Gerard,Ellis,1,Adopted Son,NA,Male,Child,None,NA
54,Station Road,John,Ellis,1,Son,NA,Male,Child,None,NA
54,Station Road,Sharon,Smith,23,Lodger,Divorced,Female,Herbalist,None,Sikh
54,Station Road,Martin,Gregory,25,Visitor,Single,Male,Theatre manager,None,Methodist
55,Station Road,Darren,Johnson,37,Head,Married,Male,Industrial/product designer,None,Christian
55,Station Road,Lorraine,Johnson,36,Wife,Married,Female,English as a foreign language teacher,None,None
55,Station Road,Elizabeth,Johnson,14,Daughter,NA,Female,Student,None,NA
55,Station Road,Raymond,Johnson,12,Son,NA,Male,Student,None,NA
56,Station Road,Jacob,Collins,50,Head,Married,Male,"Designer, blown glass/stained glass",None,Catholic
56,Station Road,Claire,Collins,50,Wife,Married,Female,"Solicitor, Scotland",None,Catholic
57,Station Road,Sharon,Parker,83,Head,Widowed,Female,Retired Hospital doctor,None,None
57,Station Road,William,Parker,40,Son,Single,Male,Audiological scientist,None,None
58,Station Road,Angela,Pugh,46,Head,Single,Female,Unemployed,None,None
58,Station Road,Hilary,Pugh,9,Daughter,NA,Female,Student,None,NA
58,Station Road,Rosie,Pugh,1,Daughter,NA,Female,Child,None,NA
59,Station Road,Paula,Rees,44,Head,Single,Female,"Editor, magazine features",None,Christian
59,Station Road,Maria,Lyons,33,None,Single,Female,Armed forces operational officer,None,Methodist
60,Station Road,Katy,Phillips,45,Head,Single,Female,Medical sales representative,None,None
60,Station Road,Danielle,Phillips,14,Daughter,NA,Female,Student,None,NA
61,Station Road,Gareth,Simpson,68,Head,Married,Male,"Retired Surveyor, building",None,Christian
61,Station Road,Kelly,Simpson,66,Wife,Married,Female,"Designer, ceramics/pottery",None,Christian
62,Station Road,Hayley,Hill,51,Head,Single,Female,Unemployed,None,Methodist
62,Station Road,Danny,Hill,19,Son,Divorced,Male,University Student,None,Methodist
62,Station Road,Jade,Patel-Hill,18,Daughter,Single,Female,Student,None,None
63,Station Road,Clifford,Green,38,Head,Married,Male,Forensic psychologist,None,Catholic
63,Station Road,Jean,Green,38,Wife,Married,Female,Fast food restaurant manager,None,Catholic
64,Station Road,Jack,Stevenson,19,Head,Single,Male,Volunteer coordinator,None,None
64,Station Road,Chloe,Turner,50,None,Single,Female,Financial trader,None,Catholic
64,Station Road,Marilyn,Howarth,59,None,Single,Female,Charity fundraiser,None,None
64,Station Road,Anna,Murphy,27,None,Single,Female,Politician's assistant,None,None
65,Station Road,Pauline,Bowen,39,Head,Divorced,Female,Unemployed,None,None
65,Station Road,Richard,Houghton,15,Son,NA,Male,Student,None,NA
1,Patterson Knolls,Geraldine,Robertson,19,Head,Single,Female,University Student,None,None
1,Patterson Knolls,Jake,Ward,46,None,Single,Male,"Research officer, government",None,None
1,Patterson Knolls,Christine,Parkinson,31,None,Single,Female,"Surveyor, mining",None,Christian
1,Patterson Knolls,Lawrence,Hurst,41,None,Single,Male,"Pilot, airline",None,Christian
2,Patterson Knolls,Vincent,Walker,36,Head,Married,Male,"Loss adjuster, chartered",None,Christian
2,Patterson Knolls,Sally,Walker,34,Wife,Married,Female,"Runner, broadcasting/film/video",None,Christian
2,Patterson Knolls,Leanne,Walker,12,Daughter,NA,Female,Student,None,NA
3,Patterson Knolls,Robert,Knight,54,Head,Single,Male,Theatre manager,None,Christian
3,Patterson Knolls,Pamela,Johnson,50,None,Single,Female,Race relations officer,None,Christian
3,Patterson Knolls,Joanne,Bailey,37,None,Single,Female,Leisure centre manager,None,Catholic
4,Patterson Knolls,Julie,Barber,49,Head,Married,Female,"Engineer, energy",None,None
4,Patterson Knolls,Sam,Barber,54,Husband,Married,Male,IT sales professional,None,None
4,Patterson Knolls,Stacey,Barber,32,Daughter,Single,Female,Illustrator,None,None
4,Patterson Knolls,Julian,Barber,28,Son,Single,Male,"Librarian, academic",None,None
4,Patterson Knolls,Olivia,Barber,15,Daughter,NA,Female,Student,None,NA
5,Patterson Knolls,Beth,Price,21,Head,Single,Female,University Student,None,Christian
5,Patterson Knolls,Josh,Hussain,28,None,Single,Male,PhD Student,None,Christian
5,Patterson Knolls,Gail,Douglas,21,None,Single,Female,University Student,None,Christian
6,Patterson Knolls,Kate,Davis,45,Head,Single,Female,"Psychologist, prison and probation services",None,Methodist
6,Patterson Knolls,Ashley,Quinn,46,Partner,Single,Male,"Designer, textile",None,None
6,Patterson Knolls,Carole,Davis,5,Daughter,NA,Female,Student,None,NA
7,Patterson Knolls,Charlotte,Bradley,48,Head,Single,Female,Ophthalmologist,None,None
7,Patterson Knolls,Christian,O'Connor,32,None,Single,Male,Chief Technology Officer,None,None
7,Patterson Knolls,Carolyn,White,38,None,Single,Female,"Administrator, sports",None,Catholic
7,Patterson Knolls,Jay,Akhtar,36,None,Single,Male,Illustrator,None,Catholic
7,Patterson Knolls,Vanessa,Wilson,28,None,Single,Female,Bonds trader,None,Catholic
8,Patterson Knolls,Catherine,Baxter,30,Head,Single,Female,"Engineer, electronics",None,Methodist
8,Patterson Knolls,Diane,Baker,45,None,Single,Female,Brewing technologist,None,Catholic
8,Patterson Knolls,Susan,Robinson,33,None,Single,Female,Estate agent,None,Catholic
9,Patterson Knolls,Gillian,Taylor,61,Head,Married,Female,IT technical support officer,None,None
9,Patterson Knolls,Brian,Taylor,63,Husband,Married,Male,Educational psychologist,None,None
9,Patterson Knolls,Eric,Taylor,29,Son,Single,Male,Surgeon,None,None
10,Patterson Knolls,Brenda,Brown,61,Head,Widowed,Female,Unemployed,None,Catholic
10,Patterson Knolls,Arthur,Brown,17,Son,NA,Male,Student,None,NA
10,Patterson Knolls,Frank,Brown,13,Son,NA,Male,Student,None,NA
11,Patterson Knolls,Robert,Knowles,32,Head,Single,Male,Investment analyst,None,Catholic
12,Patterson Knolls,Linda,Wong,49,Head,Married,Female,Health and safety inspector,None,Christian
12,Patterson Knolls,Neil,Wong,51,Husband,Married,Male,Catering manager,None,Christian
12,Patterson Knolls,Carl,Wong,15,Son,NA,Male,Student,None,NA
13,Patterson Knolls,Elaine,Kay,54,Head,Single,Female,"Pilot, airline",None,Christian
13,Patterson Knolls,Shaun,Kay,21,Son,Single,Male,University Student,None,Christian
13,Patterson Knolls,Marcus,Kay,18,Son,Single,Male,Student,None,None
13,Patterson Knolls,Lucy,Kay,13,Daughter,NA,Female,Student,None,NA
13,Patterson Knolls,Shaun,Bennett,9,Son,NA,Male,Student,None,NA
14,Patterson Knolls,Wendy,Day,59,Head,Married,Female,"Surveyor, mining",None,Methodist
14,Patterson Knolls,Donald,Day,64,Husband,Married,Male,Surgeon,None,Methodist
14,Patterson Knolls,Janice,Day,32,Daughter,Single,Female,Financial trader,None,None
15,Patterson Knolls,Emily,Simmons,50,Head,Married,Female,Pension scheme manager,None,Christian
15,Patterson Knolls,Duncan,Simmons,50,Husband,Married,Male,Radio broadcast assistant,None,Christian
15,Patterson Knolls,Charlotte,Simmons,17,Daughter,NA,Female,Student,None,NA
16,Patterson Knolls,Caroline,Parker,64,Head,Married,Female,"Designer, furniture",None,Christian
16,Patterson Knolls,Joseph,Parker,66,Husband,Married,Male,"Scientist, research (medical)",None,None
16,Patterson Knolls,Antony,Parker,19,Son,Single,Male,University Student,None,None
1,Peel Cliff,Janice,Byrne,32,Head,Married,Female,Geographical information systems officer,None,Catholic
1,Peel Cliff,Hugh,Byrne,33,Husband,Married,Male,"Programmer, systems",None,Catholic
1,Peel Cliff,Clifford,Byrne,9,Son,NA,Male,Student,None,NA
2,Peel Cliff,Diana,Moss,50,Head,Single,Female,Agricultural consultant,None,None
2,Peel Cliff,Toby,Foster,52,Partner,Single,Male,"Engineer, water",None,None
3,Peel Cliff,Julia,Smith,26,Head,Married,Female,Pathologist,None,Muslim
3,Peel Cliff,Jack,Smith,28,Husband,Married,Male,"Lecturer, further education",None,Muslim
4,Peel Cliff,Sarah,Russell,24,Head,Single,Female,Personnel officer,None,Sikh
5,Peel Cliff,Debra,Austin,78,Head,Divorced,Female,"Retired Lecturer, further education",None,None
6,Peel Cliff,Howard,Hamilton,41,Head,Married,Male,Marine scientist,None,None
6,Peel Cliff,Nicola,Hamilton,38,Wife,Married,Female,Proofreader,None,None
6,Peel Cliff,Denise,Hamilton,11,Neice,NA,Female,Student,None,NA
7,Peel Cliff,Barry,Ward,37,Head,Single,Male,Contractor,None,Catholic
8,Peel Cliff,Sheila,Ford,48,Head,Married,Female,Make,None,Catholic
8,Peel Cliff,Joshua,Ford,52,Husband,Married,Male,Clinical embryologist,None,None
8,Peel Cliff,Amber,Ford,12,Daughter,NA,Female,Student,None,NA
9,Peel Cliff,Laura,Thomas,37,Head,Single,Female,Unemployed,None,Catholic
9,Peel Cliff,Rosemary,Thomas,10,Daughter,NA,Female,Student,None,NA
9,Peel Cliff,Abbie,Thomas,8,Daughter,NA,Female,Student,None,NA
10,Peel Cliff,Janice,King,21,Head,Single,Female,University Student,None,None
11,Peel Cliff,Peter,Howell,18,Head,Single,Male,Student,None,NA
12,Peel Cliff,Jack,Taylor,21,Head,Single,Male,University Student,None,Catholic
12,Peel Cliff,Gerald,Butcher,22,None,Single,Male,University Student,None,Christian
13,Peel Cliff,Hugh,White,50,Head,Married,Male,Hotel manager,None,None
13,Peel Cliff,Ann,White,48,Wife,Married,Female,Pension scheme manager,None,None
14,Peel Cliff,Stewart,Patel,50,Head,Divorced,Male,Patent examiner,None,Catholic
15,Peel Cliff,Harry,Reed,43,Head,Single,Male,Public relations account executive,None,None
16,Peel Cliff,Joan,Lane,43,Head,Single,Female,Health visitor,None,Christian
17,Peel Cliff,Gordon,North,81,Head,Widowed,Male,"Retired Geologist, wellsite",None,Christian
18,Peel Cliff,Carly,Chandler,31,Head,Single,Female,"Designer, jewellery",None,Catholic
19,Peel Cliff,Sheila,Griffiths,38,Head,Divorced,Female,Unemployed,None,None
20,Peel Cliff,Debra,Thomas,67,Head,Divorced,Female,Phytotherapist,None,Christian
20,Peel Cliff,Colin,Carter,16,Grandson,NA,Male,Student,None,NA
21,Peel Cliff,Stacey,Walker,72,Head,Married,Female,Retired IT trainer,None,Christian
21,Peel Cliff,Jeffrey,Walker,74,Husband,Married,Male,"Retired Nurse, adult",None,Christian
22,Peel Cliff,Victor,Clarke,86,Head,Widowed,Male,Retired Personnel officer,None,None
23,Peel Cliff,Ross,Hill,71,Head,Widowed,Male,Retired Health visitor,None,Catholic
24,Peel Cliff,Danielle,Robinson,28,Head,Single,Female,Dispensing optician,None,None
25,Peel Cliff,Francis,Jarvis,50,Head,Single,Male,"Psychologist, sport and exercise",None,Christian
25,Peel Cliff,Diana,White,48,Partner,Single,Female,"Scientist, audiological",None,None
26,Peel Cliff,Stephen,Fraser,38,Head,Divorced,Male,Clinical psychologist,None,None
27,Peel Cliff,Gerard,Chandler,33,Head,Single,Male,Sports therapist,None,None
28,Peel Cliff,Lydia,Hamilton,31,Head,Married,Female,Data processing manager,None,Catholic
28,Peel Cliff,Mohammed,Hamilton,34,Husband,Married,Male,Retail manager,None,Catholic
29,Peel Cliff,Marian,Morgan,63,Head,Single,Female,Statistician,None,None
30,Peel Cliff,Hollie,Hopkins,68,Head,Married,Female,Retired Publishing copy,None,None
30,Peel Cliff,Keith,Hopkins,76,Husband,Married,Male,Retired Production engineer,None,None
30,Peel Cliff,Nigel,Hopkins,28,Son,Single,Male,Television camera operator,None,None
30,Peel Cliff,Stephen,Hopkins,26,Son,Single,Male,Homeopath,None,None
31,Peel Cliff,Allan,Booth,75,Head,Widowed,Male,Retired Broadcast journalist,None,None
32,Peel Cliff,Barbara,Burrows,79,Head,Divorced,Female,"Retired Engineer, electronics",None,Christian
33,Peel Cliff,Leonard,Miles,63,Head,Single,Male,"Engineer, maintenance (IT)",None,Muslim
34,Peel Cliff,Marcus,King,73,Head,Divorced,Male,Retired Quarry manager,None,Christian
35,Peel Cliff,Ben,Mitchell,55,Head,Married,Male,Logistics and distribution manager,None,Christian
35,Peel Cliff,Gemma,Mitchell,55,Wife,Married,Female,Curator,None,None
36,Peel Cliff,Keith,Miles,57,Head,Married,Male,Furniture designer,None,Christian
36,Peel Cliff,Mandy,Miles,56,Wife,Married,Female,Private music teacher,None,None
37,Peel Cliff,Angela,Little,62,Head,Married,Female,Civil Service fast streamer,None,Christian
37,Peel Cliff,Gerald,Little,64,Husband,Married,Male,Field trials officer,None,Christian
38,Peel Cliff,Mathew,Thompson,32,Head,Single,Male,Bonds trader,None,Methodist
1,Butler Extensions,Ross,Goodwin,58,Head,Divorced,Male,Set designer,None,Christian
2,Butler Extensions,Susan,Morton,79,Head,Married,Female,"Retired Sound technician, broadcasting/film/video",None,Christian
2,Butler Extensions,Sean,Morton,79,Husband,Married,Male,"Retired Engineer, automotive",None,None
2,Butler Extensions,Lawrence,Morton,17,Grandson,NA,Male,Student,None,NA
3,Butler Extensions,Barbara,Saunders,49,Head,Married,Female,"Surveyor, land/geomatics",None,Catholic
3,Butler Extensions,Kevin,Saunders,53,Husband,Married,Male,Software engineer,None,Catholic
4,Butler Extensions,Clare,Burton,35,Head,Married,Female,Cabin crew,None,Christian
4,Butler Extensions,Duncan,Burton,37,Husband,Married,Male,Technical sales engineer,None,Christian
4,Butler Extensions,Alison,Burton,13,Daughter,NA,Female,Student,None,NA
5,Butler Extensions,Wendy,Robinson,41,Head,Single,Female,Soil scientist,None,Methodist
5,Butler Extensions,Mohamed,Robinson,16,Son,NA,Male,Student,None,NA
6,Butler Extensions,Kim,Wright,19,Head,Divorced,Female,University Student,None,Methodist
6,Butler Extensions,Stacey,Wright,1,Daughter,NA,Female,Child,None,NA
7,Butler Extensions,Toby,Davies,87,Head,Married,Male,Retired Travel agency manager,None,Christian
7,Butler Extensions,Sian,Davies,87,Wife,Married,Female,Retired Emergency planning/management officer,None,None
8,Butler Extensions,Hollie,Richards,54,Head,Single,Female,Warden/ranger,None,Christian
8,Butler Extensions,Nathan,Hughes,45,None,Single,Male,Media buyer,None,Catholic
8,Butler Extensions,Gordon,Marsh,23,None,Single,Male,Unemployed,None,None
8,Butler Extensions,Barbara,Cox,25,None,Single,Female,"Engineer, structural",None,Christian
8,Butler Extensions,Lee,Lucas,45,None,Single,Male,Dietitian,None,Catholic
9,Butler Extensions,Justin,Mitchell,44,Head,Single,Male,Theatre manager,None,None
9,Butler Extensions,Annette,Cooper,41,None,Single,Female,Social researcher,None,Methodist
9,Butler Extensions,Malcolm,Clayton,56,None,Single,Male,"Teacher, music",None,Christian
9,Butler Extensions,Kathleen,James,56,None,Single,Female,"Scientist, forensic",None,Methodist
9,Butler Extensions,Alexandra,James,42,None,Single,Female,"Engineer, communications",None,None
10,Butler Extensions,Leslie,Rose,35,Head,Married,Male,Proofreader,None,Catholic
10,Butler Extensions,Shirley,Rose,33,Wife,Married,Female,Unemployed,None,Catholic
11,Butler Extensions,Terence,Humphreys,41,Head,Divorced,Male,Public librarian,None,Catholic
11,Butler Extensions,Brenda,Humphreys,11,Step-Daughter,NA,Female,Student,None,NA
12,Butler Extensions,Stanley,Dyer,37,Head,Married,Male,"Surveyor, hydrographic",None,None
12,Butler Extensions,Hollie,Short,35,Wife,Married,Female,"Producer, television/film/video",None,None
13,Butler Extensions,Thomas,Humphreys,53,Head,Single,Male,Unemployed,None,Christian
14,Butler Extensions,Kayleigh,Carter,66,Head,Married,Female,Social researcher,None,Christian
14,Butler Extensions,Samuel,Carter,67,Husband,Married,Male,"Designer, exhibition/display",None,Christian
15,Butler Extensions,Kieran,Clarke,39,Head,Married,Male,Industrial buyer,None,None
15,Butler Extensions,Shannon,Clarke,39,Wife,Married,Female,"Conservation officer, historic buildings",None,None
16,Butler Extensions,Tracy,Hall,59,Head,Single,Female,Therapeutic radiographer,None,Catholic
17,Butler Extensions,Pauline,Lambert,56,Head,Married,Female,Insurance broker,None,None
17,Butler Extensions,Christopher,Lambert,59,Husband,Married,Male,Records manager,None,None
17,Butler Extensions,Emma,Lambert,18,Daughter,Single,Female,Student,None,None
18,Butler Extensions,Lesley,Turner,79,Head,Widowed,Female,Retired Contractor,None,Methodist
19,Butler Extensions,Amy,Taylor,30,Head,Single,Female,Sales promotion account executive,None,Catholic
19,Butler Extensions,Tracy,Taylor,9,Daughter,NA,Female,Student,None,NA
20,Butler Extensions,Carl,Adams,70,Head,Married,Male,Retired Volunteer coordinator,None,Christian
20,Butler Extensions,Kirsty,Adams,70,Wife,Married,Female,Retired Armed forces logistics/support/administrative officer,None,None
21,Butler Extensions,Vincent,West,80,Head,Married,Male,Retired Research scientist (maths),None,None
21,Butler Extensions,Clare,West,80,Wife,Married,Female,Retired Building surveyor,None,None
22,Butler Extensions,Jemma,Brown,34,Head,Single,Female,Event organiser,None,None
22,Butler Extensions,Wendy,Brown,6,Daughter,NA,Female,Student,None,NA
23,Butler Extensions,Glen,Porter,29,Head,Divorced,Male,Trade mark attorney,None,None
23,Butler Extensions,Abbie,Brown,6,Neice,NA,Female,Student,None,NA
24,Butler Extensions,Elliot,Ford,72,Head,Divorced,Male,Retired Learning mentor,None,Christian
24,Butler Extensions,Darren,Ford,17,Grandson,NA,Male,Student,None,NA
24,Butler Extensions,Stanley,Pritchard,14,Grandson,NA,Male,Student,None,NA
